frame,visibility_0,visibility_1,visibility_2,visibility_3,visibility_4,visibility_5,visibility_6,visibility_7,visibility_8,visibility_9,visibility_10,visibility_11,visibility_12,visibility_13,visibility_14,visibility_15,visibility_16,visibility_17,visibility_18,visibility_19,visibility_20,visibility_21,visibility_22,visibility_23,visibility_24,visibility_25,visibility_26,visibility_27,visibility_28,visibility_29,visibility_30,visibility_31,visibility_32,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
1,0.9980058073997498,0.9968039989471436,0.995995044708252,0.9972757697105408,0.9971916079521179,0.99623703956604,0.9976275563240051,0.9942928552627563,0.9954055547714233,0.9955169558525085,0.9960536956787109,0.9995505213737488,0.999679446220398,0.37894031405448914,0.3883833885192871,0.35037583112716675,0.20816610753536224,0.3697896897792816,0.2258252054452896,0.37130412459373474,0.2308119684457779,0.3318718671798706,0.20620140433311462,0.9994096755981445,0.9997573494911194,0.8245701789855957,0.9561246037483215,0.751313328742981,0.9268090724945068,0.6770383715629578,0.8375083208084106,0.8134551048278809,0.9373779296875,0.25629374384880066,0.25942617654800415,0.2592122256755829,0.25899794697761536,0.2612457871437073,0.2623918950557709,0.2635060250759125,0.2624044120311737,0.26823246479034424,0.2549782693386078,0.2573211193084717,0.256255567073822,0.2641279697418213,0.23250612616539001,0.24228592216968536,0.2261233776807785,0.23811717331409454,0.22342467308044434,0.23568646609783173,0.22668786346912384,0.2392939329147339,0.2271590679883957,0.2397579848766327,0.20310094952583313,0.2111014425754547,0.1599971204996109,0.18325190246105194,0.13880643248558044,0.12467347085475922,0.13852372765541077,0.1196901947259903,0.1244727373123169,0.09891311079263687,0.6778759360313416,0.6825406551361084,0.6826400756835938,0.6827080249786377,0.6817977428436279,0.6813192367553711,0.6808696985244751,0.6785045266151428,0.675906777381897,0.6717599034309387,0.6706621646881104,0.6525413990020752,0.649540364742279,0.6409149765968323,0.638555109500885,0.6403144598007202,0.6483075022697449,0.6393160223960876,0.6503412127494812,0.6424208879470825,0.6516815423965454,0.6423470973968506,0.6498609185218811,0.5776297450065613,0.570576548576355,0.5539264678955078,0.5570188760757446,0.5321265459060669,0.5287908315658569,0.527241051197052,0.5242316722869873,0.5257920622825623,0.522658109664917,0.02895813062787056,0.03434985876083374,0.03428813815116882,0.034253690391778946,0.025832902640104294,0.025818681344389915,0.025765368714928627,0.06269969791173935,0.022751133888959885,0.04112515226006508,0.029330089688301086,0.06697773933410645,0.013891455717384815,0.05458416789770126,-0.01623300090432167,0.013917187228798866,-0.015942012891173363,0.008441023528575897,-0.019129734486341476,0.009025904349982738,-0.01687966287136078,0.013176088221371174,-0.014628605917096138,0.017183970659971237,-0.01731557957828045,-0.021328382194042206,-0.1544804722070694,0.009434765204787254,-0.17590764164924622,0.01171022467315197,-0.17676503956317902,-0.010795272886753082,-0.2076231986284256
2,0.9980133771896362,0.9969647526741028,0.9961896538734436,0.9973592758178711,0.9973141551017761,0.9964275360107422,0.9977375864982605,0.9947060346603394,0.995745837688446,0.9957312345504761,0.9962661266326904,0.9995466470718384,0.9996228814125061,0.3998035788536072,0.37837323546409607,0.3306455612182617,0.21241897344589233,0.3466359078884125,0.2348317950963974,0.34830188751220703,0.24005398154258728,0.3130373954772949,0.21499952673912048,0.99942946434021,0.999744713306427,0.828561007976532,0.8906355500221252,0.7527709007263184,0.8852694034576416,0.6965343356132507,0.8185191750526428,0.801199197769165,0.8949293494224548,0.25651824474334717,0.25948670506477356,0.2596984803676605,0.2601347267627716,0.2594397962093353,0.259177029132843,0.2587670385837555,0.26295024156570435,0.2589139938354492,0.2568289339542389,0.25715121626853943,0.26263561844825745,0.24705958366394043,0.24591319262981415,0.22828309237957,0.22932898998260498,0.2275310754776001,0.22490771114826202,0.2249927520751953,0.22683337330818176,0.22704365849494934,0.22757358849048615,0.2283974140882492,0.2060021609067917,0.20138435065746307,0.18043170869350433,0.17167900502681732,0.1352684199810028,0.11930594593286514,0.12773418426513672,0.1105101928114891,0.12146829068660736,0.10300451517105103,0.6831825971603394,0.685546875,0.6846005916595459,0.6837560534477234,0.6873358488082886,0.6874818205833435,0.6876652240753174,0.6781849265098572,0.6814218759536743,0.6752435564994812,0.6771647334098816,0.6447988152503967,0.6609218120574951,0.6366025805473328,0.6545489430427551,0.6434858441352844,0.6510421633720398,0.6457695364952087,0.6503421664237976,0.6491153240203857,0.651793897151947,0.6481887102127075,0.6509169936180115,0.5703696608543396,0.5833820104598999,0.5253734588623047,0.5614431500434875,0.5197423696517944,0.5396520495414734,0.5234577655792236,0.5397018790245056,0.5101059079170227,0.5254727602005005,-0.015326691791415215,-0.02527756430208683,-0.025289705023169518,-0.025304531678557396,-0.025401074439287186,-0.025421569123864174,-0.02544962242245674,-0.04889877885580063,-0.04978352040052414,-0.020304273813962936,-0.02088022604584694,-0.058910567313432693,-0.028841862455010414,-0.0229637511074543,-0.01829446293413639,0.007612826768308878,-0.015348734334111214,0.004337409045547247,-0.015739675611257553,0.0015002810396254063,-0.01835623010993004,0.006922881118953228,-0.014888027682900429,-0.026526102796196938,0.02648034319281578,-0.02755616046488285,0.03629063442349434,-0.0017716496950015426,0.036618176847696304,0.002303526271134615,0.03709166869521141,-0.00833044108003378,0.02517923340201378
19,0.9978029727935791,0.9970701932907104,0.9962888360023499,0.9973880052566528,0.9972209930419922,0.9961652755737305,0.9974563717842102,0.9950808882713318,0.9959579110145569,0.9961055517196655,0.9965888261795044,0.9995828866958618,0.9995741248130798,0.44168105721473694,0.4058358669281006,0.3859207332134247,0.2600829303264618,0.4005695581436157,0.28182610869407654,0.4029310345649719,0.2852991223335266,0.3691880404949188,0.25692012906074524,0.9994763731956482,0.9997382164001465,0.8368685245513916,0.8927972316741943,0.7640379667282104,0.8417898416519165,0.716900110244751,0.7961148023605347,0.8084709644317627,0.8626196980476379,0.14476190507411957,0.14348410069942474,0.14768819510936737,0.14867442846298218,0.1388772577047348,0.13649195432662964,0.13412398099899292,0.14819428324699402,0.12784609198570251,0.14999930560588837,0.14366883039474487,0.1700809895992279,0.11527200043201447,0.2092091143131256,0.11895464360713959,0.2464601993560791,0.16119284927845,0.2603529691696167,0.1725602149963379,0.26066941022872925,0.17471151053905487,0.25409066677093506,0.1716334968805313,0.18355175852775574,0.15167976915836334,0.22708585858345032,0.14366237819194794,0.24517397582530975,0.20280592143535614,0.2413037270307541,0.20914876461029053,0.26771026849746704,0.2209446132183075,0.43815913796424866,0.43061816692352295,0.42923209071159363,0.4287741482257843,0.43608254194259644,0.43756750226020813,0.4390360116958618,0.42996951937675476,0.443975567817688,0.44370660185813904,0.45064112544059753,0.4618041217327118,0.48361968994140625,0.4838249981403351,0.5385034680366516,0.4765011966228485,0.5463159084320068,0.4765947759151459,0.5538336038589478,0.4751655161380768,0.5410931706428528,0.47705399990081787,0.5390253663063049,0.5624418258666992,0.5836221575737,0.5557933449745178,0.5835556387901306,0.6454184055328369,0.585683286190033,0.6634513735771179,0.5864979028701782,0.6529219150543213,0.5741491317749023,-0.140932098031044,-0.13057908415794373,-0.13068948686122894,-0.1307974010705948,-0.13664549589157104,-0.13665035367012024,-0.13667692244052887,-0.05559321120381355,-0.08289691805839539,-0.11046066135168076,-0.11832468211650848,-0.0033351262100040913,-0.06039450317621231,-0.010971909388899803,-0.11742445081472397,-0.09177029877901077,-0.22509172558784485,-0.10719917714595795,-0.24994421005249023,-0.12832628190517426,-0.25568652153015137,-0.10192422568798065,-0.22896631062030792,0.018923042342066765,-0.018779758363962173,-0.10450737178325653,-0.23433765769004822,-0.12143357843160629,-0.1496383249759674,-0.12461123615503311,-0.13869935274124146,-0.1815115362405777,-0.16833990812301636
20,0.9977172613143921,0.9969804286956787,0.9961942434310913,0.9973086714744568,0.9969808459281921,0.9958372712135315,0.997008204460144,0.9952879548072815,0.9959332346916199,0.9963817000389099,0.9968386292457581,0.9996225833892822,0.9995565414428711,0.48762965202331543,0.45669418573379517,0.44232892990112305,0.3196479380130768,0.4541447162628174,0.3358565866947174,0.4572369456291199,0.33929044008255005,0.4263466000556946,0.31025490164756775,0.9995005130767822,0.999616265296936,0.8010790944099426,0.8863011598587036,0.7438502907752991,0.8278388977050781,0.7059987783432007,0.7858143448829651,0.7813710570335388,0.8446871638298035,0.14942267537117004,0.14709952473640442,0.14832618832588196,0.14887036383152008,0.14272809028625488,0.1418401598930359,0.13697007298469543,0.14595533907413483,0.12850043177604675,0.15122129023075104,0.14644382894039154,0.16699326038360596,0.11569531261920929,0.202323317527771,0.12000994384288788,0.24713245034217834,0.16317661106586456,0.260307252407074,0.17581112682819366,0.26066702604293823,0.17874854803085327,0.2543715238571167,0.17517903447151184,0.18227936327457428,0.15195760130882263,0.2327253818511963,0.2006739377975464,0.25173062086105347,0.23386704921722412,0.2511935532093048,0.2311849296092987,0.2827860414981842,0.2634795606136322,0.4330870807170868,0.4260762929916382,0.42570769786834717,0.42547908425331116,0.42810145020484924,0.430477112531662,0.43277066946029663,0.42906323075294495,0.4424974024295807,0.44080638885498047,0.44647344946861267,0.4616122543811798,0.4836237132549286,0.4813137948513031,0.5399460196495056,0.47614437341690063,0.5447207689285278,0.47630882263183594,0.5541733503341675,0.47488945722579956,0.5417953729629517,0.4765934348106384,0.5398677587509155,0.5634008049964905,0.5850755572319031,0.5599566102027893,0.5719190835952759,0.6600819826126099,0.6377092003822327,0.6714492440223694,0.65139240026474,0.675601601600647,0.6517565846443176,-0.134496808052063,-0.12267674505710602,-0.12277793884277344,-0.12287656962871552,-0.13539078831672668,-0.13538822531700134,-0.13542237877845764,-0.049124110490083694,-0.10552412271499634,-0.10487905889749527,-0.11890088021755219,0.01565912552177906,-0.11196522414684296,0.03488979861140251,-0.18627449870109558,-0.043079670518636703,-0.2606385052204132,-0.05859648063778877,-0.28641965985298157,-0.07853864878416061,-0.29200437664985657,-0.05402173846960068,-0.2640463709831238,0.044084079563617706,-0.04399152845144272,-0.03834230452775955,-0.1620486080646515,-0.010909076780080795,-0.06504935771226883,-0.010749498382210732,-0.054496217519044876,-0.06048694998025894,-0.08617514371871948
21,0.9978712201118469,0.9972337484359741,0.9965038895606995,0.9975252747535706,0.9972197413444519,0.9961641430854797,0.9972280263900757,0.9956861138343811,0.996295690536499,0.9967204928398132,0.9971395134925842,0.9996546506881714,0.9995805621147156,0.5063408613204956,0.4913979172706604,0.4882568120956421,0.36444056034088135,0.4984200596809387,0.3776731491088867,0.5022246241569519,0.38067951798439026,0.4726879298686981,0.35071125626564026,0.9995321035385132,0.9996084570884705,0.8003363013267517,0.8918138146400452,0.7582817673683167,0.832882821559906,0.724179208278656,0.7927893996238708,0.793326735496521,0.8509982824325562,0.15120358765125275,0.14877551794052124,0.1498987376689911,0.14991381764411926,0.14460092782974243,0.1435241997241974,0.14086291193962097,0.1470572054386139,0.13184641301631927,0.15338866412639618,0.14790275692939758,0.1709451973438263,0.1199876070022583,0.20531603693962097,0.1212238296866417,0.2475697249174118,0.1650799810886383,0.26069018244743347,0.1756347417831421,0.26073968410491943,0.1803952157497406,0.2543705701828003,0.17833460867404938,0.19091030955314636,0.15909312665462494,0.2333187758922577,0.1825888454914093,0.25401169061660767,0.22246499359607697,0.254636287689209,0.2245221585035324,0.2837279438972473,0.24644482135772705,0.4332745671272278,0.4262482821941376,0.4258195459842682,0.4244583249092102,0.42816856503486633,0.429574191570282,0.4322069585323334,0.4292648732662201,0.4385124742984772,0.44095638394355774,0.44550296664237976,0.46166834235191345,0.48027071356773376,0.48067110776901245,0.5285922288894653,0.4760042428970337,0.5411952137947083,0.47625792026519775,0.5541723966598511,0.4747880697250366,0.5417989492416382,0.4765600860118866,0.5398629307746887,0.5630514025688171,0.5809083580970764,0.5686787962913513,0.5544576048851013,0.6738300919532776,0.6188509464263916,0.6930688619613647,0.627812922000885,0.6875402331352234,0.6282119154930115,-0.11588601768016815,-0.10344952344894409,-0.10354621708393097,-0.10362954437732697,-0.11357530206441879,-0.11358509212732315,-0.11362023651599884,-0.02265263721346855,-0.06960348784923553,-0.0832500085234642,-0.0965508297085762,0.036245621740818024,-0.060206688940525055,0.03594148904085159,-0.1490849107503891,-0.053024668246507645,-0.24932315945625305,-0.06975911557674408,-0.28105369210243225,-0.08971433341503143,-0.2838532328605652,-0.06348815560340881,-0.2522910237312317,0.03922269493341446,-0.0391705185174942,-0.06515161693096161,-0.2326420098543167,-0.10936187207698822,-0.24256768822669983,-0.11768443882465363,-0.2425779402256012,-0.19835247099399567,-0.3064541220664978
22,0.9881057739257812,0.9911571145057678,0.9909974336624146,0.9919962882995605,0.986423671245575,0.9856414198875427,0.9858953356742859,0.9890687465667725,0.9863841533660889,0.9911900162696838,0.9907913208007812,0.9996602535247803,0.999469518661499,0.48646149039268494,0.5049125552177429,0.5030809044837952,0.40003883838653564,0.5125914216041565,0.4109288454055786,0.517415463924408,0.4138825535774231,0.4919760525226593,0.3851739168167114,0.9995572566986084,0.9995888471603394,0.7623757719993591,0.8526277542114258,0.718953549861908,0.7871040105819702,0.7049683928489685,0.7651748657226562,0.7456108331680298,0.8026371598243713,0.1473088562488556,0.14508947730064392,0.1458316296339035,0.14696666598320007,0.14082977175712585,0.13934388756752014,0.13740627467632294,0.14667128026485443,0.13163918256759644,0.15120179951190948,0.14548836648464203,0.17187616229057312,0.12075795978307724,0.20496132969856262,0.13446655869483948,0.24648280441761017,0.1684388667345047,0.2591788172721863,0.17683866620063782,0.25936582684516907,0.18039511144161224,0.2533888518810272,0.17865538597106934,0.18988855183124542,0.15798237919807434,0.2234661877155304,0.1761070191860199,0.2420254945755005,0.21866032481193542,0.23825962841510773,0.22163012623786926,0.2737444341182709,0.24376359581947327,0.46083322167396545,0.4542364180088043,0.4531271159648895,0.45186904072761536,0.4572668969631195,0.4586103856563568,0.460096150636673,0.4531753659248352,0.4652968943119049,0.46514803171157837,0.46960657835006714,0.47011157870292664,0.497728168964386,0.48131102323532104,0.5411956906318665,0.4758014976978302,0.5376304984092712,0.47555726766586304,0.5472224354743958,0.47461286187171936,0.5388897657394409,0.4762277901172638,0.5387055277824402,0.5665016174316406,0.5813723206520081,0.5454418063163757,0.5581198334693909,0.6471059918403625,0.6397730112075806,0.6679896116256714,0.6552780866622925,0.6639664173126221,0.6596730351448059,0.03023969754576683,0.042666252702474594,0.04255399852991104,0.042461663484573364,0.037836309522390366,0.03784637153148651,0.03772793337702751,0.09717448800802231,0.07640932500362396,0.05028275400400162,0.04427148774266243,0.1120709776878357,0.045934610068798065,0.0434524230659008,-0.039703406393527985,-0.06265849620103836,-0.11169639974832535,-0.08011145144701004,-0.12730959057807922,-0.0903054028749466,-0.13249872624874115,-0.06924664229154587,-0.11440923064947128,0.0350969061255455,-0.03525755554437637,-0.07713086158037186,-0.14747551083564758,-0.09824157506227493,-0.123380646109581,-0.10145331919193268,-0.12031874805688858,-0.15667124092578888,-0.17597176134586334
23,0.9890871047973633,0.9917252659797668,0.9915361404418945,0.9924860000610352,0.9874181747436523,0.986687183380127,0.9869136214256287,0.9897767305374146,0.9875198006629944,0.9919250011444092,0.9916086792945862,0.9996747374534607,0.999466061592102,0.5168815851211548,0.5465288758277893,0.5453248023986816,0.4485030472278595,0.5521090030670166,0.45401567220687866,0.5576737523078918,0.45692959427833557,0.5339640378952026,0.4278561770915985,0.9995520710945129,0.9995640516281128,0.7751889824867249,0.8657799959182739,0.7378011345863342,0.8051986694335938,0.7247800230979919,0.7817622423171997,0.761942446231842,0.8189056515693665,0.1532514989376068,0.1508084088563919,0.15165390074253082,0.1532113254070282,0.14598388969898224,0.1440344750881195,0.14203602075576782,0.15331414341926575,0.13713395595550537,0.1578008234500885,0.15168458223342896,0.18012158572673798,0.1293679028749466,0.21389660239219666,0.133854478597641,0.25003477931022644,0.17159341275691986,0.26226815581321716,0.17907407879829407,0.26287442445755005,0.18365350365638733,0.2565455138683319,0.18147346377372742,0.20361921191215515,0.1715710461139679,0.23229184746742249,0.1779627501964569,0.24898245930671692,0.22660131752490997,0.2502911388874054,0.23072759807109833,0.2801537811756134,0.25066331028938293,0.4437226355075836,0.43610143661499023,0.4347701072692871,0.4332520663738251,0.4395567774772644,0.44117072224617004,0.4426245093345642,0.4361833333969116,0.45044830441474915,0.4490976631641388,0.45342910289764404,0.4697175920009613,0.4925365447998047,0.4782373309135437,0.5349385142326355,0.473018616437912,0.5377435684204102,0.4719272255897522,0.5523365139961243,0.4703225791454315,0.5447090864181519,0.4725290536880493,0.5428285002708435,0.5673312544822693,0.5830181837081909,0.5778915286064148,0.5766796469688416,0.674116313457489,0.6614307165145874,0.694113552570343,0.6718735098838806,0.6883374452590942,0.6873031854629517,-0.070219025015831,-0.05600623041391373,-0.05594359710812569,-0.05592211335897446,-0.0686836987733841,-0.0687519758939743,-0.06885071098804474,0.016891689971089363,-0.03700860217213631,-0.04207392781972885,-0.05840976908802986,0.08218907564878464,-0.04996917396783829,0.049989473074674606,-0.12162890285253525,0.0012329749297350645,-0.13371916115283966,-0.0074050226248800755,-0.13882610201835632,-0.026492472738027573,-0.16560396552085876,-0.008262168616056442,-0.12450750172138214,0.031691957265138626,-0.03178442269563675,-0.10484230518341064,-0.22001609206199646,-0.0917649045586586,-0.17690563201904297,-0.0933360904455185,-0.17277458310127258,-0.1591135412454605,-0.23926377296447754
24,0.9899111390113831,0.9922018051147461,0.9919723272323608,0.9929409623146057,0.9880268573760986,0.9871234893798828,0.9873367547988892,0.9904637336730957,0.9882442951202393,0.9926496744155884,0.9923465847969055,0.9997043013572693,0.9994395971298218,0.5563178658485413,0.5782586336135864,0.5879291892051697,0.49163588881492615,0.5929850935935974,0.49508824944496155,0.5985892415046692,0.4980788230895996,0.5766171216964722,0.46806102991104126,0.9995744824409485,0.9995367527008057,0.7795464396476746,0.8739432692527771,0.7479317784309387,0.8123137950897217,0.735496997833252,0.7857803106307983,0.768691897392273,0.8238230347633362,0.1535109579563141,0.15088166296482086,0.15187807381153107,0.15330733358860016,0.14614975452423096,0.14404244720935822,0.14191356301307678,0.152557834982872,0.13585928082466125,0.1570933610200882,0.1511787623167038,0.1790257692337036,0.12672224640846252,0.21381565928459167,0.14123621582984924,0.25310197472572327,0.18027423322200775,0.2659955322742462,0.18807104229927063,0.2660388648509979,0.19212444126605988,0.26150017976760864,0.19047021865844727,0.1985131800174713,0.1672026365995407,0.23191817104816437,0.17111150920391083,0.2529178261756897,0.22672030329704285,0.2513520121574402,0.2308342456817627,0.2795560657978058,0.25554198026657104,0.44341784715652466,0.43460729718208313,0.43332499265670776,0.43183213472366333,0.43745166063308716,0.43875277042388916,0.4398428201675415,0.43310362100601196,0.4452362656593323,0.4484434127807617,0.4517947733402252,0.46352025866508484,0.4878935217857361,0.4742969870567322,0.5326244235038757,0.4707755148410797,0.539423406124115,0.46692797541618347,0.5577162504196167,0.4657692313194275,0.550403892993927,0.4681357145309448,0.5473483800888062,0.567301332950592,0.5831250548362732,0.575637698173523,0.5780438184738159,0.6727748513221741,0.648589551448822,0.6903039813041687,0.6559072732925415,0.6896746754646301,0.669164776802063,-0.14982688426971436,-0.1408921182155609,-0.1409699022769928,-0.14106059074401855,-0.15270951390266418,-0.1526923030614853,-0.1527358740568161,-0.06811694800853729,-0.12156281620264053,-0.11917533725500107,-0.13485649228096008,-0.002094449708238244,-0.11067669093608856,0.013262972235679626,-0.16574302315711975,-0.04926127940416336,-0.22523894906044006,-0.0658121258020401,-0.2501354217529297,-0.09126574546098709,-0.26199859380722046,-0.0629638135433197,-0.22870485484600067,0.029792243614792824,-0.029784943908452988,-0.11967442184686661,-0.2269982099533081,-0.08479344099760056,-0.14186230301856995,-0.08385777473449707,-0.13211047649383545,-0.1540183126926422,-0.19804373383522034
25,0.9900704026222229,0.9920775890350342,0.9915846586227417,0.9927980899810791,0.9880512356758118,0.9864472150802612,0.9865542650222778,0.9909350275993347,0.9884301424026489,0.9931714534759521,0.9928641319274902,0.9997284412384033,0.9993961453437805,0.5872308015823364,0.5922752022743225,0.6277596354484558,0.532522976398468,0.6318875551223755,0.5358344912528992,0.6372737884521484,0.5390052795410156,0.6174861192703247,0.5126461982727051,0.9996103048324585,0.9995662569999695,0.7630818486213684,0.8474754691123962,0.7335936427116394,0.7937390208244324,0.7175057530403137,0.7582325339317322,0.757463276386261,0.8144612312316895,0.17593397200107574,0.17467465996742249,0.1754198968410492,0.17639870941638947,0.1712760031223297,0.169525146484375,0.16781695187091827,0.1722133606672287,0.15819571912288666,0.17514625191688538,0.17141762375831604,0.17872454226016998,0.13254262506961823,0.21205119788646698,0.1439199447631836,0.2536226511001587,0.17994053661823273,0.2656570374965668,0.1890750527381897,0.265636682510376,0.19215811789035797,0.261294424533844,0.18983593583106995,0.1929420828819275,0.1661166399717331,0.2348342388868332,0.19965288043022156,0.25223320722579956,0.23811869323253632,0.25062817335128784,0.24000930786132812,0.275631844997406,0.26463308930397034,0.4968302547931671,0.48963484168052673,0.4868246614933014,0.48403722047805786,0.49646931886672974,0.498562216758728,0.5006516575813293,0.474232941865921,0.49891147017478943,0.4928372800350189,0.49967634677886963,0.4610731899738312,0.5140992999076843,0.4683930277824402,0.5488492846488953,0.4667830765247345,0.5402191877365112,0.4610910415649414,0.5590806603431702,0.46145159006118774,0.5499323606491089,0.4643022119998932,0.5466504693031311,0.5449860095977783,0.5750748515129089,0.5857881903648376,0.6041133999824524,0.6717634201049805,0.6772467494010925,0.6866456270217896,0.6881982088088989,0.6902379989624023,0.6960746049880981,-0.24637465178966522,-0.25531962513923645,-0.2553561329841614,-0.2554439604282379,-0.2613449692726135,-0.26134800910949707,-0.2613779902458191,-0.23255376517772675,-0.2585926353931427,-0.22892849147319794,-0.23697908222675323,-0.17307338118553162,-0.20598378777503967,-0.17445595562458038,-0.23929937183856964,-0.23849038779735565,-0.2937827706336975,-0.25803250074386597,-0.3099956810474396,-0.27487242221832275,-0.32135695219039917,-0.24672813713550568,-0.2982012629508972,0.02369280532002449,-0.023424606770277023,-0.05433834716677666,-0.07886819541454315,0.018146011978387833,-0.009432902559638023,0.021312963217496872,-0.004941502120345831,-0.043669939041137695,-0.06661240756511688
26,0.991028368473053,0.9928291440010071,0.992370069026947,0.9934754371643066,0.9892009496688843,0.9877457022666931,0.9878628849983215,0.9917533993721008,0.9895643591880798,0.9938029646873474,0.9935486912727356,0.9997498989105225,0.9994539618492126,0.5513387322425842,0.6068676710128784,0.6315449476242065,0.5537000894546509,0.638128399848938,0.5524678826332092,0.6448433995246887,0.5553141832351685,0.6258180737495422,0.5286163687705994,0.9996441602706909,0.9996026158332825,0.7452945709228516,0.8333055973052979,0.704311192035675,0.7575116753578186,0.7044726610183716,0.7317229509353638,0.736151933670044,0.7886463403701782,0.16336818039417267,0.1640905737876892,0.16516485810279846,0.16877326369285583,0.15690241754055023,0.15423864126205444,0.15207722783088684,0.1707201898097992,0.1492352932691574,0.168269544839859,0.16010217368602753,0.17779459059238434,0.1316068172454834,0.20962798595428467,0.1397317349910736,0.253324419260025,0.1778281182050705,0.26536041498184204,0.1867089718580246,0.26489704847335815,0.1910497397184372,0.26053687930107117,0.1887873113155365,0.1959342211484909,0.16544274985790253,0.2243681401014328,0.19837990403175354,0.25003373622894287,0.22692804038524628,0.25047212839126587,0.2300090789794922,0.27418768405914307,0.25443920493125916,0.4466003179550171,0.4369027316570282,0.43469077348709106,0.4324623942375183,0.4416816532611847,0.4432166814804077,0.44463735818862915,0.4292440116405487,0.44536077976226807,0.4466422498226166,0.4524766504764557,0.4351956248283386,0.469780832529068,0.45942145586013794,0.5205674171447754,0.4624476432800293,0.5405331254005432,0.4598236083984375,0.5590655207633972,0.4559191167354584,0.5502750277519226,0.4585343301296234,0.5465964674949646,0.535263180732727,0.5522070527076721,0.5483388304710388,0.5657833218574524,0.6158541440963745,0.6311385631561279,0.6297222971916199,0.6407355070114136,0.6271754503250122,0.6632792949676514,0.03670737147331238,0.04747101292014122,0.04738892242312431,0.047307416796684265,0.04325000196695328,0.043265849351882935,0.04317720979452133,0.10591433197259903,0.08670598268508911,0.059984009712934494,0.05425469949841499,0.12401112169027328,0.06777605414390564,0.07240178436040878,-0.007160786539316177,-0.027934500947594643,-0.07910372316837311,-0.0479884035885334,-0.09480223059654236,-0.052963100373744965,-0.09836725890636444,-0.033643972128629684,-0.08036535233259201,0.015287088230252266,-0.015197326429188251,-0.10967345535755157,-0.15335538983345032,-0.1258733570575714,-0.14735153317451477,-0.12955307960510254,-0.14633719623088837,-0.18009868264198303,-0.20060881972312927
