step_count,mean_step_length,stride_time,cadence,step_symmetry,left_knee_range,right_knee_range,upper_body_sway,turn1_duration,turn2_duration,video
23,0.0447884402845216,1.0242424242424242,115.0,0.2731057717884528,28.637381815320083,32.008774376245555,0.1657343524803449,2.6666666666666665,2.6333333333333333,291_color.mp4
27,0.0378907825107927,1.0333333333333334,114.3529411764706,0.1143501444498087,32.285308076279904,32.749708346700544,0.1614604244181343,3.0,5.133333333333334,288_color.mp4
25,0.0389245188236236,0.9638888888888888,125.69832402234636,0.126550891135861,26.539063762906068,47.82829113085805,0.1836186957975081,2.933333333333333,3.2666666666666666,313_color.mp4
30,0.0298291126887003,1.0758620689655174,112.26611226611226,0.0345156394078816,30.257469428978624,31.627279636756555,0.1442043195532774,3.533333333333333,1.7666666666666666,274_color.mp4
40,0.0278395652770996,0.947008547008547,126.3157894736842,0.0403722864904305,51.08364716380997,110.4948262999826,0.1440676084320191,2.6666666666666665,0.0,260_color.mp4
14,0.0748355463147163,1.241025641025641,98.8235294117647,0.1084529625806497,48.98792673928233,45.2083641389776,0.1802844622208331,1.8,1.9333333333333331,283_color.mp4
17,0.0533808767795562,1.275,93.57798165137616,0.0359852386575217,41.94439317662224,44.20854976448433,0.1841806246797241,1.7,1.9666666666666663,297_color.mp4
17,0.0661444436101352,1.0083333333333333,120.4724409448819,0.1371379689286939,47.90629398010449,54.55894469177795,0.1731215897421616,1.6666666666666667,1.3333333333333333,318_color.mp4
26,0.0386209654120298,0.9173333333333332,125.46916890080428,0.1526169788411976,35.882239867882845,32.749285947364655,0.1946547634232901,5.433333333333334,2.7333333333333334,320_color.mp4
15,0.0698631624380747,1.2476190476190478,93.10344827586206,0.0791866622782686,26.85661221680803,40.568554477622456,0.1723694680019847,2.566666666666667,1.3666666666666667,301_color.mp4
9,0.1154768235153622,1.1644390441474282,103.22012903225806,0.0705964253033299,53.384322092930574,52.1333611813084,0.134690068532114,0.9113001215066828,2.3626299446469554,409_color.mp4
29,0.0371789808931021,1.130952380952381,107.85123966942147,0.4684593803916677,33.25266156981195,39.89633899669192,0.1737307753160995,4.0,4.0,315_color.mp4
20,0.0475071109831333,1.2210526315789474,99.7229916897507,0.1613314249109965,41.38721551263609,38.660764807959055,0.1582938851725971,2.3333333333333335,2.1,001_color.mp4
24,0.0488895357896884,1.2608695652173914,96.8609865470852,0.0537960445026942,30.975947662348915,35.00536334211469,0.185870734529412,2.1333333333333333,1.6,284_color.mp4
11,0.088069969957525,1.16116,100.40720700619178,0.2045912138559132,50.822461241743525,55.71747600042312,0.1290630057855379,0.8008000000000001,2.769433333333333,422_color.mp4
20,0.0504265055060386,1.0070175438596491,119.20529801324504,0.1554883024575025,122.0751067767048,157.1003999633192,0.1611879500113127,1.8,1.7,312_color.mp4
53,0.0125911629424904,0.9410256410256412,127.88203753351206,0.5267043025429148,21.71694012700769,26.059944887805074,0.1455750994047497,4.2,8.3,289_color.mp4
35,0.0275611204760415,1.064705882352941,112.9032258064516,0.2931939161721221,88.81510895549445,127.60265677378456,0.1514796109487098,2.6333333333333333,0.0,261_color.mp4
12,0.0775712405641873,0.9333333333333336,132.51533742331287,0.0294670216310545,47.684683206518855,41.93834651608063,0.1568249654100623,2.066666666666667,0.7,111_color.mp4
21,0.0480957258315313,1.1566666666666667,104.13223140495867,0.190046194472479,29.811486936634793,35.52832887211051,0.1542836951950827,3.1,2.4,275_color.mp4
19,0.0520038000847163,1.0703703703703704,114.38127090301003,0.0653926955699884,47.31086022670402,40.43269506040156,0.1872274518274609,2.6333333333333333,1.7,319_color.mp4
18,0.0481904248396555,1.1921568627450982,103.18471337579618,0.0046512679394883,54.48689055653422,43.77998611348968,0.180223411319067,3.7333333333333334,3.466666666666667,296_color.mp4
29,0.0357039760926674,1.1404761904761904,105.88235294117646,0.0347490762972631,30.946717250720184,36.58426552162476,0.1617207413265454,3.2333333333333334,1.7666666666666666,282_color.mp4
23,0.0479763215002806,1.278787878787879,93.87755102040818,0.0596342647389986,79.47783696588672,88.27860234215404,0.1656266285617096,3.6666666666666665,0.0,273_color.mp4
10,0.1119867950677871,1.1175614658806232,91.63298969072164,0.131879702685716,48.23898331194141,51.30353958071558,0.1634930807693561,1.282570541379776,2.66639665181585,408_color.mp4
13,0.0827112507361632,1.2666666666666666,98.73417721518987,0.0865263255208979,50.14818114566987,52.35501421712807,0.1768412222775423,2.1333333333333333,1.2,314_color.mp4
29,0.0416801813347586,0.9380952380952382,126.6990291262136,0.0979982413924625,37.497796834638166,36.62419895491132,0.1815225079972731,7.166666666666667,2.7333333333333334,300_color.mp4
11,0.0999374416741457,1.4681333333333333,86.75534991324466,0.1288167438103736,57.44915173510779,49.0880405712503,0.1534355789395397,1.1678333333333333,2.2022,421_color.mp4
21,0.0495505531628926,1.1366666666666667,105.29247910863508,0.0239253249239771,33.904643464203474,41.48071138552322,0.1742691630843249,2.4,1.3,287_color.mp4
