step_count,mean_step_length,stride_time,cadence,step_symmetry,left_knee_range,right_knee_range,upper_body_sway,turn1_duration,turn2_duration,video
23,0.0308912817550742,0.9303030303030304,128.57142857142858,0.8725917848694603,25.10518552140445,40.60076905722784,0.1529943607191418,3.7333333333333334,2.6333333333333333,308_color.mp4
14,0.0734966695308685,1.0,118.30985915492958,0.1641475080798656,63.041602156374225,53.70281349721991,0.1637311636070913,2.466666666666667,2.6333333333333333,276_color.mp4
25,0.0428944885730743,1.0916666666666666,108.43373493975902,0.1621314756884043,85.14586789844705,89.63540571823475,0.173205412132889,2.4,0.0,262_color.mp4
36,0.0259148987631003,0.977142857142857,122.72727272727272,0.2424056593519653,45.05957210536738,49.02119743216657,0.1694907814547943,3.033333333333333,3.0,305_color.mp4
55,0.0271433022889223,1.0432098765432098,115.51925320886816,0.0159996016435425,19.147999725381453,26.952466290626543,0.2322224536522446,9.866666666666667,21.966666666666665,061_color.mp4
18,0.0555971985061963,1.0745098039215686,112.89198606271778,0.00569140471918,38.50305246400265,45.33578104227078,0.1733884266793321,1.5,1.1666666666666667,311_color.mp4
14,0.0717441524778093,1.1589743589743589,105.43933054393304,0.1078472097767893,38.703421552243896,35.31641227167344,0.1643508700911839,1.9666666666666663,1.8666666666666667,295_color.mp4
26,0.0276801035954402,0.952,123.80952380952382,0.0969996369139274,28.613642626525603,35.94755267990169,0.1726617565054045,2.6333333333333333,2.2,303_color.mp4
11,0.0882784615863453,1.0733333333333333,110.0,0.1807093463853502,57.19809351319422,48.39477511539357,0.1650912527992352,1.4333333333333331,1.0333333333333334,317_color.mp4
15,0.0532779693603515,1.1761904761904762,105.88235294117646,0.330043124156144,43.99050760907363,47.786996571709466,0.1389189769800443,2.066666666666667,1.6666666666666667,264_color.mp4
12,0.1113188490271568,1.1090909090909091,108.0,0.0844941967038314,47.5591001089534,46.941407267581866,0.2244075254086116,1.4333333333333331,1.6,091_color.mp4
42,0.0202652968111492,0.889430894308943,136.4620938628159,0.0335864624443996,34.88919564225523,39.49281651586384,0.1663149356604751,3.6333333333333337,2.5,292_color.mp4
13,0.0840712476235169,1.1444444444444446,105.88235294117648,0.0443382199255333,41.03661964526114,39.11260161785859,0.1652265722555184,2.1333333333333333,2.1333333333333333,309_color.mp4
17,0.0599746958297841,1.0458333333333334,108.8967971530249,0.193823591042304,39.41520194209596,51.06339787411777,0.1573151423050944,2.066666666666667,2.2666666666666666,286_color.mp4
23,0.0474685663762299,1.3,93.45372460496614,0.2374463890976384,51.56206394906803,46.01962273447407,0.1595967830306052,2.3,1.7,263_color.mp4
19,0.0508800831280256,1.1666666666666667,107.54716981132076,0.1628371353995525,33.184982685789464,36.489110263872305,0.1684512199577058,3.066666666666667,1.8333333333333333,277_color.mp4
16,0.0551543198525905,1.097777777777778,111.6279069767442,0.1389519684574014,36.37756558210535,29.14366374187037,0.149223014709123,2.1666666666666665,3.4,310_color.mp4
30,0.0407788385947545,1.0275862068965518,115.3846153846154,0.0131263066141188,43.321159836585224,47.820655881132296,0.1907117970551427,2.5,2.8666666666666667,304_color.mp4
10,0.1040701955556869,1.1703703703703705,101.69491525423727,0.0173254059552929,43.98418302022364,52.9752115526627,0.1742650932434935,1.8,0.8333333333333334,294_color.mp4
21,0.0473476598660151,1.1166666666666667,106.4788732394366,0.2819898185291142,33.37099235508174,37.76488906571316,0.1854724786694182,2.4,2.033333333333333,280_color.mp4
12,0.0882923901081085,1.121212121212121,110.76923076923076,0.2140185825450902,49.905895704090824,52.91030130594539,0.1728919173184211,2.3666666666666667,1.2,299_color.mp4
14,0.0764684783560889,1.015384615384615,109.56521739130434,0.4726842380581988,51.15488178550598,53.94560515598147,0.1846370399023437,1.3666666666666667,0.6333333333333333,316_color.mp4
28,0.0393046619636671,1.002469135802469,119.14893617021276,0.0523516819105626,36.673358877216145,43.04489310368933,0.2156533332381163,2.2,1.9333333333333331,302_color.mp4
15,0.05255830685297648,1.0142857142857142,117.90393013100436,0.16562599902532874,43.68229209337312,33.79195574085165,0.14865487831204385,1.7666666666666666,2.966666666666667,265_color.mp4
